,MY-상하위 5% 제거,,MY-상하위 1% 제거,,FF-Official,,,,
date,SMB-1Q,HML-1Q,SMB-100Q,HML-100Q,SMB-FF,HML-FF,,"상관계수 btw 1Q, FF",
2012-04-30,0.149199617,-0.371380008,0.135199798,-0.313004566,-0.41,-0.77,,,
2012-05-31,0.6172654,-1.108448162,0.609070467,-1.009290239,0.09,-1.06,,,
2012-06-30,-0.298822525,0.377246525,-0.279223424,0.368769989,0.64,0.59,,,
2012-07-31,0.063385265,0.050831135,0.060768516,0.034548331,-2.72,-0.12,,,
2012-08-31,-0.179928463,0.026748026,-0.16340375,0.079222763,0.48,1.3,,,
2012-09-30,-0.284809776,0.19501239,-0.268560425,0.147071979,0.54,1.58,,,
2012-10-31,0.175820872,-0.747915714,0.167570522,-0.51791756,-1.17,3.56,,,
2012-11-30,0.050926852,0.349870154,0.058094607,0.371994034,0.61,-0.83,,,
2012-12-31,-0.163763152,-0.249295511,-0.140055915,-0.234667997,1.52,3.53,,,
2013-01-31,-0.567970501,0.059579182,-0.535989311,0.154184003,0.31,0.95,,,
2013-02-28,-0.065694605,-0.311520135,-0.055413767,-0.186862995,-0.33,0.1,,,
2013-03-31,-0.370067692,0.085299191,-0.358821469,0.121345465,0.83,-0.23,,,
2013-04-30,0.058297983,0.029247165,0.053769988,0.005297607,-2.36,0.5,,,
2013-05-31,-0.218797009,0.053796145,-0.198599282,0.074328042,1.72,2.67,,,
2013-06-30,0.035401626,-0.025218353,0.030452559,-0.071674684,1.32,0.05,,,
2013-07-31,-0.465444661,0.132119205,-0.454891093,0.157649039,1.87,0.57,,,
2013-08-31,0.238113687,0.178988479,0.235880201,0.064615979,0.26,-2.68,,,
2013-09-30,-0.419070978,0.765100931,-0.39525493,0.706872928,2.9,-1.23,,,
2013-10-31,-0.198977421,-0.112055131,-0.188601831,-0.007167173,-1.56,1.26,,,
2013-11-30,-0.206702198,-0.10193343,-0.183492961,-0.000176276,1.29,0.28,,,
2013-12-31,-0.168360953,0.30408864,-0.164824278,0.27718083,-0.46,-0.01,,,
2014-01-31,0.090304462,0.144278558,0.085873731,0.074051754,0.92,-2.02,,,
2014-02-28,-0.299471573,0.557825562,-0.281688061,0.462932233,0.37,-0.31,,,
2014-03-31,-0.040833644,-0.508968223,-0.041287773,-0.465986302,-1.87,4.92,,,
2014-04-30,0.220540252,-0.436954567,0.214863022,-0.334807108,-4.2,1.14,,,
2014-05-31,-0.028645555,-0.047657804,-0.021467767,-0.012459551,-1.89,-0.13,,,
2014-06-30,-0.364497025,0.686844863,-0.346242412,0.510095372,3.09,-0.69,,,
2014-07-31,0.408431054,-0.806848376,0.392249228,-0.697622612,-4.28,0.02,,,
2014-08-31,-0.273765554,0.234800816,-0.259242107,0.249993909,0.38,-0.43,,,
2014-09-30,0.416851256,-0.451354566,0.412400058,-0.423964894,-3.72,-1.35,,,
2014-10-31,-0.189992013,-0.256963626,-0.172427682,-0.095785245,4.22,-1.83,,,
2014-11-30,0.024672643,-0.237228699,0.02308243,-0.139073387,-2.05,-3.09,,,
2014-12-31,-0.054481208,-0.424338522,-0.043937859,-0.32911477,2.49,2.27,,,
2015-01-31,0.257343345,0.004337569,0.249210234,-0.079437431,-0.54,-3.61,,,
2015-02-28,-0.41196675,0.693257867,-0.383569054,0.58785419,0.6,-1.86,,,
2015-03-31,-0.035451509,-0.382309804,-0.0363778,-0.408113046,3.07,-0.41,,,
2015-04-30,0.060776391,-0.357453836,0.058837711,-0.254601968,-3.04,1.83,,,
2015-05-31,6.75E-05,-0.15128345,-0.000423359,-0.125447376,0.92,-1.12,,,
2015-06-30,0.067499978,-0.192008348,0.066288416,-0.255974482,2.9,-0.78,,,
2015-07-31,0.192229733,-0.491167628,0.189913743,-0.540197337,-4.2,-4.07,,,
2015-08-31,0.457701019,-0.928841604,0.438171847,-0.832702254,0.36,2.8,,,
2015-09-30,0.446069318,-1.200832617,0.410811895,-1.077750856,-2.63,0.58,,,
2015-10-31,-0.393332671,0.513242914,-0.369856167,0.54041088,-1.87,-0.45,,,
2015-11-30,-0.078696165,-0.349541172,-0.068672206,-0.309846202,3.6,-0.38,,,
2015-12-31,0.380658174,-0.161663291,0.380522823,-0.255668332,-2.81,-2.59,,,
2016-01-31,0.663817819,-0.828319451,0.622441726,-0.70474897,-3.39,2.07,,,
2016-02-29,-0.011753326,0.326379027,0.002129434,0.309080257,0.81,-0.57,,,
2016-03-31,-0.584476224,0.571661566,-0.555865275,0.519302705,0.75,1.1,,,
2016-04-30,-0.202099324,-0.175346655,-0.18588683,-0.150850476,0.67,3.21,,,
2016-05-31,-0.009391973,-0.09312847,-0.006985079,-0.135202742,-0.19,-1.65,,,
2016-06-30,-0.014038326,0.638391785,-0.007363352,0.574813941,0.59,-1.45,,,
2016-07-31,-0.359069251,0.242714908,-0.333310826,0.205815074,2.51,-1.29,,,
2016-08-31,-0.051382433,-0.626415332,-0.047732089,-0.520022981,1.17,3.11,,,
2016-09-30,-0.10442427,0.191322328,-0.086530855,0.113820529,2.13,-1.21,,,
2016-10-31,0.326943501,-1.010681667,0.300200017,-0.84711433,-4.41,4.12,,,
2016-11-30,-0.517379079,-0.745870509,-0.47968407,-0.450656996,5.67,8.21,,,
2016-12-31,-0.208672045,-0.822793095,-0.197804847,-0.603373916,0.09,3.6,,,
2017-01-31,-0.134252433,0.306706833,-0.118067503,0.216276248,-1.13,-2.74,,,
2017-02-28,-0.098538496,0.055890405,-0.086438326,0.081308189,-2.04,-1.67,,,
2017-03-31,-0.049651477,0.446442192,-0.040354738,0.413906413,1.13,-3.33,,,
2017-04-30,-0.01688372,0.143073728,-0.012543621,0.165450822,0.72,-2.13,,,
2017-05-31,0.167787592,0.384972178,0.170911804,0.325658912,-2.52,-3.75,,,
2017-06-30,-0.223675031,-0.091207758,-0.204923592,-0.066434135,2.23,1.49,,,
2017-07-31,-0.02281858,0.169668137,-0.02562701,0.103347177,-1.46,-0.22,,,
2017-08-31,0.124831443,0.447686934,0.135300063,0.437360034,-1.65,-2.07,,,
2017-09-30,-0.415484068,-0.219491361,-0.386907076,-0.187062103,4.45,3.09,,,
2017-10-31,0.011432341,0.062885378,0.010718423,0.077467107,-1.93,0.22,,,
2017-11-30,-0.130998423,0.205980894,-0.117816838,0.16484379,-0.56,-0.05,,,
2017-12-31,-0.045881593,0.27567319,-0.041852773,0.170699933,-1.32,0.03,,,
2018-01-31,-0.146303211,0.430414125,-0.135692837,0.33370133,-3.18,-1.36,,,
2018-02-28,0.34076021,-0.192878236,0.318818585,-0.209357152,0.26,-1.03,,,
2018-03-31,-0.074851387,-0.128231671,-0.070471733,-0.152471188,4.06,-0.23,,,
2018-04-30,-0.047075234,0.028828936,-0.036860089,0.004673082,1.1,0.48,,,
2018-05-31,-0.245164813,0.445599007,-0.228477537,0.346213465,5.31,-3.13,,,
2018-06-30,-0.067688307,0.523649354,-0.061953363,0.49807355,1.13,-2.33,,,
2018-07-31,-0.044625992,-0.049037264,-0.039637674,-0.004650882,-2.25,0.45,,,
2018-08-31,-0.124312634,0.613113545,-0.107723538,0.497628259,1.14,-3.98,,,
2018-09-30,0.108991905,0.428091736,0.10955492,0.431377769,-2.3,-1.7,,,
2018-10-31,0.644714377,-1.075959571,0.624975416,-0.930928775,-4.82,3.43,,,
2018-11-30,0.008960197,-0.160556196,0.00226602,-0.150620586,-0.68,0.26,,,
2018-12-31,0.871949383,-0.055442742,0.820708744,0.029318949,-2.42,-1.9,,,
2019-01-31,-0.824483658,0.696942633,-0.766454952,0.469560347,2.9,-0.44,,,
2019-02-28,-0.269891341,0.385170868,-0.256468824,0.209329444,2.04,-2.68,,,
2019-03-31,0.057114515,0.951459185,0.059154717,0.709548784,-2.98,-4.05,,,
2019-04-30,-0.148844949,-0.308654396,-0.133292392,-0.202700976,-1.74,2.17,,,
2019-05-31,0.475591509,-0.598538526,0.447010623,-0.473178649,-1.34,-2.37,,,
2019-06-30,-0.396912587,,-0.37049614,,0.25,-0.71,,,
2019-07-31,-0.008755571,,-0.00136679,,-1.94,0.42,,,
2019-08-31,0.318187409,,0.29971483,,-2.32,-4.95,,,
2019-09-30,-0.180956435,,-0.162099729,,-0.97,6.83,,,
2019-10-31,-0.026511308,,-0.022171566,,0.28,-1.93,,,
2019-11-30,-0.152724385,,-0.13028915,,0.8,-2.02,,,
2019-12-31,-0.208071822,,-0.191532222,,0.72,1.79,,,
2020-01-31,0.160472809,,0.155246977,,-3.13,-6.24,,,
2020-02-29,0.603313314,,0.561212299,,1.03,-3.79,,,
2020-03-31,1.331202296,,1.274330871,,-4.89,-14.02,,,
2020-04-30,-0.91850831,,-0.830853052,,2.47,-1.18,,,
2020-05-31,-0.264464589,,-0.237236968,,2.45,-4.8,,,
2020-06-30,-0.299771969,,-0.283451919,,2.69,-2.04,,,
2020-07-31,-0.087690841,,-0.088165677,,-2.28,-1.53,,,
2020-08-31,-0.216023041,,-0.188639232,,-0.26,-2.92,,,
2020-09-30,0.224977775,,0.214964527,,0.03,-2.61,,,
2020-10-31,0.011603364,,0.017004192,,4.41,4.16,,,
2020-11-30,-0.94360605,,-0.863114185,,5.65,2.13,,,
2020-12-31,-0.447989718,,-0.418686236,,4.82,-1.43,,,
2021-01-31,-0.223400347,,-0.209411718,,7.12,2.99,,,
2021-02-28,-0.51963586,,-0.472485819,,2.03,7.18,,,
2021-03-31,-0.275815753,,-0.259042134,,-2.41,7.41,,,
2021-04-30,-0.129668336,,-0.119631915,,-3.11,-0.93,,,
2021-05-31,-0.057061326,,-0.050051561,,-0.28,7.04,,,
2021-06-30,-0.054511291,,-0.04851358,,1.8,-7.76,,,
2021-07-31,0.207116609,,0.185800466,,-3.96,-1.75,,,
2021-08-31,-0.027298496,,-0.024664093,,-0.48,-0.13,,,
2021-09-30,0.23468566,,0.216190864,,0.8,5.09,,,
2021-10-31,-0.15818816,,-0.143153925,,-2.28,-0.44,,,
2021-11-30,0.319461017,,0.283978376,,-1.35,-0.52,,,
2021-12-31,-0.104599263,,-0.100313133,,,,,,
