date,SMB,HML
1987-06-30,-0.6792226542829228,0.3798674003658386
1987-07-31,-0.30705487712443813,0.29100345206433464
1987-08-31,-0.610663766565546,0.026664596146265453
1987-09-30,0.06621988711261385,0.26052219963459006
1987-10-31,0.2582819476867189,-2.422364246620308
1987-11-30,0.5581504243009395,-0.7213890185092248
1987-12-31,-1.582515562828362,1.8470625777254186
1988-01-31,0.1862723762372206,-1.3903526369037955
1988-02-29,-0.864173873420063,0.5101702528173349
1988-03-31,0.2917430603917922,0.812825750594901
1988-04-30,-0.03410078195265007,-0.04124744950286521
1988-05-31,0.08252820123938383,-0.4602886409844435
1988-06-30,-1.2351399803440835,1.2228691232001807
1988-07-31,0.2875932913627573,-0.49966422783690423
1988-08-31,0.18270994936875282,-0.5509142004710298
1988-09-30,-0.4411359976280208,0.269702890600624
1988-10-31,-0.24037146323683742,-0.2966636656430909
1988-11-30,-0.15739106989839494,-0.08551644002958089
1988-12-31,-0.29285739868970595,0.6987677524206326
1989-01-31,-0.22037408816605988,0.034795433303122514
1989-02-28,0.022527104353495513,-0.11141251767895805
1989-03-31,-0.2208974183033398,0.05529105065420446
1989-04-30,-0.5618917547658949,0.4364188519616825
1989-05-31,-0.6979845807910822,0.18477244510319396
1989-06-30,-0.14671987616494472,0.052213775027203174
1989-07-31,-0.8427848065070763,0.4132607184599126
1989-08-31,-0.24104919427704835,0.028390449104423888
1989-09-30,0.11204087374072007,0.5783727625617533
1989-10-31,0.36013939011048035,0.15792908790796187
1989-11-30,-0.23372988996002847,0.6130896727686309
1989-12-31,-0.23251045879926407,0.7023714645233489
1990-01-31,0.9369389277412253,-0.43736775697301233
1990-02-28,-0.2170348417707419,0.2878073300927367
1990-03-31,-0.3410408794538734,1.1439306595604457
1990-04-30,0.38859085071892097,0.5130080285676255
1990-05-31,-0.923182188464728,1.3822318974318828
1990-06-30,-0.18839062426902098,1.6259883566891797
1990-07-31,0.25258709512213384,0.1485321291647787
1990-08-31,1.1997335517803882,-1.066380199508496
1990-09-30,0.8161348343310244,0.19502320980935572
1990-10-31,0.39218027535807737,0.6132926168332199
1990-11-30,-1.2311857000483146,0.9162884677769257
1990-12-31,-0.7147441535338308,0.9720773399726657
1991-01-31,-1.0133646273573893,0.6115553118062684
1991-02-28,-1.5364356655353957,0.6144945644777661
1991-03-31,-0.6275975511809563,0.8574974592895902
1991-04-30,0.04434219369289932,-0.5418548944253012
1991-05-31,-0.5822061240370988,0.05573171415702953
1991-06-30,0.20795106395076618,0.17353790663221305
1991-07-31,-0.6226686460909797,0.846265057275169
1991-08-31,-0.36821922442492594,0.20702598728480348
1991-09-30,-0.0740822998875227,0.7065712205298655
1991-10-31,-0.37733777841246086,0.6439917296216411
1991-11-30,0.5564862409717,-0.26040380788686074
1991-12-31,-1.4766051502313928,1.917046670300998
1992-01-31,-0.5920489888045608,0.015265050063886787
1992-02-29,-0.241857751702819,-0.7434948227168183
1992-03-31,0.11625524471555394,-0.8573936692064508
1992-04-30,0.18124121777013402,-1.4503487028214488
1992-05-31,-0.10196712939196866,-0.42686383008191925
1992-06-30,0.3909582577941518,-0.19079950125917672
1992-07-31,-0.7053658893578405,0.35642986354052636
1992-08-31,0.29066974094812426,-0.18710735926191438
1992-09-30,-0.3711979000966157,0.5636485661658187
1992-10-31,-0.3930629308098047,0.7327460087412129
1992-11-30,-0.9770503704081424,1.2983549870984896
1992-12-31,-0.42110605225366815,-0.1720232424448298
1993-01-31,-0.45876379803978934,-0.8432151403534767
1993-02-28,0.07289243814768986,-1.9177796397587377
1993-03-31,-0.5617118101348753,-0.2863383215971946
1993-04-30,0.4184035436282007,-0.6205645149612807
1993-05-31,-0.37891677006906516,1.0494729371060416
1993-06-30,-0.20959632916372478,0.4197353918874465
1993-07-31,-0.20827940598767383,-0.7120294033323266
1993-08-31,-0.6851142102794302,0.45226730061752735
1993-09-30,-0.4934443640274232,0.6857696696795418
1993-10-31,-0.4019370057842022,0.8514158782624783
1993-11-30,0.45849301286294225,-0.16603684558824555
1993-12-31,-0.5339330195141792,0.8147630603954841
1994-01-31,-0.43596402810529655,0.07434322031661997
1994-02-28,0.18933230014932245,-0.1654343520596682
1994-03-31,0.7658981612518225,-0.6267430569300948
1994-04-30,-0.06862689722011263,-0.8120895053411514
1994-05-31,0.06532168146077186,-0.6813156192056022
1994-06-30,0.1496081349616002,-0.7977715859492757
1994-07-31,-0.26788503875651487,-0.13168143931386392
1994-08-31,-0.703217172053738,0.942483774469999
1994-09-30,0.034530071476809546,0.8217778800678107
1994-10-31,0.03287408678148538,0.6743563967193532
1994-11-30,0.6785360087367314,-0.19788676316733894
1994-12-31,-0.19915203709290874,0.05928546787671978
1995-01-31,-0.1299065840455631,-0.6716491894638148
1995-02-28,-0.6997082535585205,-0.04195095587459386
1995-03-31,-0.32127241514040317,1.0489275802831777
1995-04-30,-0.29282263425357524,-0.1842529892107505
1995-05-31,-0.3594943778679167,-0.39645625897748615
1995-06-30,-0.8034442509134664,1.8594397720426137
1995-07-31,-0.7583004123333255,1.25407852230837
1995-08-31,-0.2753193272276354,-0.40899076190104366
1995-09-30,-0.29971952063100615,0.853125976806642
1995-10-31,0.36484285109578674,-1.193655090216524
1995-11-30,-0.6371373397076748,0.0022618893897901303
1995-12-31,-0.43129845688175833,-0.003545047426628447
1996-01-31,-0.03697461378760821,0.2905350923083497
1996-02-29,-0.2840625906148719,0.7431762760451398
1996-03-31,-0.35474810059537476,0.42993682962282326
1996-04-30,-0.41282570327034285,2.085935987960569
