date,SMB,HML
1987-06-30,-1.1055812766306192,2.2758239908117193
1987-07-31,0.7561966240005287,-0.9217111409878851
1987-08-31,-0.7823584481043196,0.3495324622798779
1987-09-30,1.5270970113429518,-1.3441613518296713
1987-10-31,0.5499381572536247,-3.3372381862357607
1987-11-30,0.7868183653777301,0.06721384215792846
1987-12-31,-1.9452684911335882,2.7562913093169197
1988-01-31,1.6748056483453602,-1.7971290708449459
1988-02-29,-0.8920068376706604,0.6193560485549741
1988-03-31,1.483812074042029,1.2183472822434938
1988-04-30,0.6671277653911147,-0.09829024496848265
1988-05-31,0.7157487368813722,-0.9969496656648054
1988-06-30,-266.3581427326201,1060.6022569847275
1988-07-31,1.1786354826681489,-1.3068055015110902
1988-08-31,0.5059529684219741,-0.6158819316300838
1988-09-30,0.385156789414203,-0.19025678589582978
1988-10-31,-0.276709094043043,-0.7834515441772886
1988-11-30,-0.3068067970495763,0.164167911294133
1988-12-31,1.0321250489460567,-0.4735828074393916
1989-01-31,1.4806860243833586,-0.9680546406967847
1989-02-28,0.3386455132129811,-0.3008335171971234
1989-03-31,0.5779333978983701,0.008563565848351655
1989-04-30,-0.19154977872428064,0.3811170408903707
1989-05-31,-0.38126358546387784,0.33917998993083975
1989-06-30,-0.5963969259832895,0.22743622787237372
1989-07-31,-0.5085574511665424,0.19512447560962876
1989-08-31,-0.09560596996302713,0.2034596398834629
1989-09-30,16.324745330020278,-20.48083437035099
1989-10-31,0.9648180543510912,0.49476435739775787
1989-11-30,-0.08560448207556148,1.1218590240504713
1989-12-31,inf,0.8258207664887406
1990-01-31,2.069006185404434,-1.419983474079432
1990-02-28,0.470042822262259,0.46906832213964733
1990-03-31,1.457949762541787,0.8234211219309432
1990-04-30,1.4949701696234339,0.5656953808494123
1990-05-31,0.6688469688492573,3.009423415408919
1990-06-30,-0.8138147711777857,4.530451234064749
1990-07-31,1.0392823587462847,0.0942723398657825
1990-08-31,19.925049187304687,-27.596702388585875
1990-09-30,2.1713610094272995,-0.8127779566954794
1990-10-31,0.3770982599143218,1.6236404804022209
1990-11-30,0.9023958736915808,-1.9053042310958717
1990-12-31,-0.47587209319600215,1.9354197720260826
1991-01-31,0.19503978347768652,-1.3817710459457435
1991-02-28,-18.28622619297126,-80.2534173746691
1991-03-31,2.43077391861941,-0.4120006616576688
1991-04-30,2.5335152219896995,-1.1869309928597687
1991-05-31,0.08708822139819883,0.30611415635565276
1991-06-30,-0.17602409545857922,1.3917780641223514
1991-07-31,0.7170131747068506,-0.15400529556877304
1991-08-31,0.3524721263899052,0.9660957633621656
1991-09-30,1.4186451411353167,1.8839756205106302
1991-10-31,0.294716521211999,1.3776676913776635
1991-11-30,1.0216491592117476,-0.674737951860883
1991-12-31,609.2407737300218,-917.1920885008569
1992-01-31,3.5711921503932946,-3.2056072913080804
1992-02-29,1.8537953650902506,-2.770549878121384
1992-03-31,inf,-7.408160195638613
1992-04-30,inf,-3612.9025020631084
1992-05-31,0.6435166454079289,-0.25031298834377275
1992-06-30,-inf,inf
1992-07-31,0.07019811926049745,-0.31721034605982495
1992-08-31,1.3289785206049776,-1.5593516711054338
1992-09-30,inf,0.7452644115550145
1992-10-31,0.76860214453575,-0.11755577844568404
1992-11-30,-0.5086788305589733,1.315249804577318
1992-12-31,231.6643638947628,-359.0049813708598
1993-01-31,1.788481236107791,-2.6114420727935217
1993-02-28,1.1470994351365709,-3.170609543432218
1993-03-31,inf,-2.1936683498865706
1993-04-30,1.9143506939307122,-2.664137644154316
1993-05-31,-0.2481047957334636,0.45506976258263554
1993-06-30,-1.0384689039073782,1.0094163776841945
1993-07-31,64.66908713502109,-102.93674940624325
1993-08-31,91.1079136526908,-144.28411725350557
1993-09-30,7.943189631766064,-11.316497595696239
1993-10-31,1.3343826684839386,-1.039737111706783
1993-11-30,1.5401725086086437,-2.1121899120422656
1993-12-31,191.09984832705493,-301.05776854217464
1994-01-31,0.5907155837652445,-0.8746100391515667
1994-02-28,1.0800109844790957,-2.0659937981640306
1994-03-31,inf,-2.1612467080105358
1994-04-30,-0.049394544682087975,-1.9744031725968785
1994-05-31,0.6094835189066702,-1.0841167337032689
1994-06-30,-inf,-inf
1994-07-31,0.4881512123999485,-0.1343167055676159
1994-08-31,-0.6173788312684781,1.2388902120321676
1994-09-30,inf,-1.9720356814251236
1994-10-31,0.06646467634687298,1.0040750058575552
1994-11-30,0.8407502491558367,0.6167874148644248
1994-12-31,0.3564573340829004,-0.873902319337502
1995-01-31,4.436455030436323,-4.288865298346369
1995-02-28,0.8529712242521081,-2.2479512220987665
1995-03-31,14.637386143667303,-30.635300621458722
1995-04-30,0.19565208547165322,-0.6488593574696624
1995-05-31,-0.07189399196966435,-0.2838391287428431
1995-06-30,-1.026968732137285,5.234104821345953
1995-07-31,4.542545989421375,-6.514271836524298
1995-08-31,0.5773290715139672,0.25568525416635146
1995-09-30,inf,1.2482066657964321
1995-10-31,2.1448790278576086,-1.014744026206555
1995-11-30,-0.14808137116693806,1.1183016759218523
1995-12-31,0.8111216987860073,-0.16263564675407377
1996-01-31,5.84179968774967,-2.9147393182294365
1996-02-29,8.785224735817621,-10.237365419426158
1996-03-31,9.93783914819067,-6.70135795033624
1996-04-30,3.2026244010129172,-0.03072304460673622
1996-05-31,3.514744045034319,-1.1067366827261524
1996-06-30,5.853104760959116,-0.6876991550451951
1996-07-31,1.5627710919160744,-5.556796817711162
1996-08-31,9.847216907261053,-11.139556025178198
1996-09-30,243.15180621251383,-221.74950540656252
1996-10-31,0.6067737644023188,-3.8802605864236046
